date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,roc,sma,ema,rsi,obv,MACD_Hist,MACD,MACD_Signal,SlowK,SlowD,adx,cci,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,ad,shifted_ROC_BOOL
2008-01-17,6.71,6.92,6.22,6.34,6.34,40337800.0,0.0,1.0,-3.5008,6.338,6.3234,48.4275,-825704300.0,0.1249,-0.81,-0.9349,63.7497,73.5761,45.2966,86.2069,0.0,100.0,6.0356,6.338,6.6404,-1009378990.4674,1
2008-01-18,6.82,7.15,6.8,7.07,7.07,60464000.0,0.0,1.0,11.5142,6.502,6.5723,68.0558,-765240300.0,0.1847,-0.704,-0.8887,73.1565,71.4649,42.1999,166.6667,60.0,100.0,5.8646,6.502,7.1394,-976555676.1817,0
2008-01-22,6.57,7.09,6.57,6.8301,6.8301,28519600.0,0.0,1.0,-3.3932,6.586,6.6582,58.8543,-793759900.0,0.2053,-0.6321,-0.8374,72.864,69.9234,34.7305,61.3647,40.0,80.0,5.9097,6.586,7.2623,-976544707.1048,1
2008-01-23,6.65,7.59,6.6,7.56,7.56,45996900.0,0.0,1.0,10.6865,6.874,6.9588,72.8269,-747763000.0,0.2616,-0.5104,-0.772,89.5673,78.5293,35.2856,109.534,20.0,100.0,6.0309,6.874,7.7171,-933335498.0138,1
2008-01-24,7.72,7.79,7.43,7.58,7.58,33625400.0,0.0,1.0,0.2646,7.076,7.1659,73.1393,-714137600.0,0.2915,-0.4076,-0.6991,87.084,83.1718,37.5603,120.8233,0.0,100.0,6.142,7.076,8.01,-938939731.3472,0
2008-01-25,7.66,7.78,7.07,7.15,7.15,30011500.0,0.0,1.0,-5.6728,7.238,7.1606,55.8743,-744149100.0,0.2739,-0.3567,-0.6306,77.4964,84.7159,32.1098,37.7279,0.0,80.0,6.6563,7.238,7.8197,-962188076.4176,1
2008-01-28,7.08,7.49,6.98,7.46,7.46,20428500.0,0.0,1.0,4.3357,7.316,7.2604,63.6144,-723720600.0,0.2741,-0.288,-0.5621,69.0387,77.873,26.1635,16.8133,20.0,60.0,6.7408,7.316,7.8913,-944162929.3588,1
2008-01-29,7.5,7.65,7.25,7.61,7.61,20649100.0,0.0,1.0,2.0107,7.472,7.3769,67.1045,-703071500.0,0.2745,-0.219,-0.4935,68.4553,71.6634,24.0959,56.8928,0.0,40.0,7.1346,7.472,7.8094,-927643649.3588,0
2008-01-30,7.6,7.75,7.45,7.6099,7.6099,21502100.0,0.0,1.0,-0.0013,7.482,7.4546,67.0991,-724573600.0,0.2649,-0.1624,-0.4273,78.5301,72.008,24.0774,74.8948,0.0,20.0,7.1321,7.482,7.8319,-926224510.7588,0
2008-01-31,7.5,7.69,7.38,7.59,7.59,21174900.0,0.0,1.0,-0.2615,7.484,7.4997,65.7911,-745748500.0,0.2476,-0.1178,-0.3654,79.6298,75.5384,22.1195,55.5622,40.0,0.0,7.1317,7.484,7.8362,-918710836.5652,1
2008-02-01,7.75,8.03,7.6,8.0,8.0,26266400.0,0.0,1.0,5.4018,7.654,7.6665,77.2251,-719482100.0,0.2532,-0.0488,-0.3021,83.7194,80.6264,26.0792,150.0772,20.0,100.0,7.2903,7.654,8.0177,-896109515.635,0
2008-02-04,8.0,8.08,7.8,7.92,7.92,16687900.0,0.0,1.0,-1.0,7.746,7.751,71.4041,-736170000.0,0.2412,-0.0006,-0.2418,84.7052,82.6848,29.8968,94.5231,0.0,100.0,7.3925,7.746,8.0994,-898493501.3493,0
2008-02-05,7.77,7.86,7.21,7.21,7.21,28511300.0,0.0,1.0,-8.9646,7.666,7.5707,38.8865,-764681300.0,0.1779,-0.0194,-0.1973,59.2886,75.9044,28.01,-92.7783,100.0,80.0,7.1053,7.666,8.2266,-927004801.3493,0
2008-02-06,7.35,7.38,6.68,6.74,6.74,29748700.0,0.0,1.0,-6.5187,7.492,7.2938,28.2435,-794430000.0,0.1007,-0.0715,-0.1721,28.3362,57.4433,31.8569,-139.7014,100.0,60.0,6.5557,7.492,8.4283,-951653724.2064,0
2008-02-07,6.61,6.76,6.43,6.59,6.59,36182400.0,0.0,1.0,-2.2255,7.292,7.0592,25.4633,-830612400.0,0.039,-0.1234,-0.1624,4.6609,30.7619,36.6822,-107.3718,100.0,40.0,6.1259,7.292,8.4581,-952750160.5701,0
2008-02-08,6.58,6.63,6.22,6.34,6.34,30758900.0,0.0,1.0,-3.7936,6.96,6.8195,21.13,-861371300.0,-0.0162,-0.1826,-0.1664,6.8114,13.2695,41.8468,-88.2353,100.0,20.0,5.8451,6.96,8.0749,-965503850.814,0
2008-02-11,6.36,6.42,6.23,6.28,6.28,23919500.0,0.0,1.0,-0.9464,6.632,6.6396,20.1036,-885290800.0,-0.0522,-0.2317,-0.1795,6.6024,6.0249,45.9784,-78.497,80.0,0.0,5.9647,6.632,7.2993,-976834140.2876,1
2008-02-12,6.4,6.61,6.31,6.41,6.41,25263700.0,0.0,1.0,2.0701,6.472,6.5631,29.3924,-860027100.0,-0.0621,-0.2572,-0.195,8.8298,7.4145,43.6552,-33.6257,60.0,0.0,6.1327,6.472,6.8113,-985255373.621,1
2008-02-13,6.51,6.72,6.47,6.7,6.7,21779100.0,0.0,1.0,4.5242,6.464,6.6087,46.6784,-838248000.0,-0.0448,-0.2511,-0.2062,36.3089,17.247,38.8038,94.485,40.0,0.0,6.1494,6.464,6.7786,-966960929.621,0
2008-02-14,6.76,6.93,6.52,6.53,6.53,20940000.0,0.0,1.0,-2.5373,6.452,6.5825,39.5784,-859188000.0,-0.0406,-0.257,-0.2164,49.6434,31.594,32.1774,91.2951,20.0,100.0,6.1534,6.452,6.7506,-986879466.2063,0
2008-02-15,6.52,6.61,6.36,6.45,6.45,14219400.0,0.0,1.0,-1.2251,6.474,6.5383,36.3279,-873407400.0,-0.0389,-0.265,-0.2261,54.6598,46.8707,28.1295,-17.6471,0.0,80.0,6.1961,6.474,6.7519,-990860898.2063,1
2008-02-19,6.64,6.74,6.49,6.5,6.5,16220600.0,0.0,1.0,0.7752,6.518,6.5255,40.1669,-857186800.0,-0.0306,-0.2644,-0.2338,35.2452,46.5161,23.3566,16.9492,0.0,60.0,6.3182,6.518,6.7178,-1005783850.2063,1
2008-02-20,6.51,6.96,6.5,6.83,6.83,22695700.0,0.0,1.0,5.0769,6.602,6.627,60.0424,-834491100.0,-0.0006,-0.2345,-0.2339,46.8024,45.5691,24.0267,124.2741,0.0,100.0,6.3188,6.602,6.8852,-995916154.5542,1
2008-02-21,6.94,7.18,6.88,6.96,6.96,26370300.0,0.0,1.0,1.9034,6.654,6.738,65.6596,-808120800.0,0.0287,-0.1981,-0.2267,60.7164,47.588,27.8848,136.9782,40.0,100.0,6.2487,6.654,7.0593,-1008222294.5542,0
2008-02-22,7.0,7.03,6.45,6.71,6.71,26522200.0,0.0,1.0,-3.592,6.69,6.7287,49.0755,-834643000.0,0.0316,-0.1872,-0.2188,64.729,57.4159,23.8591,9.009,20.0,80.0,6.3036,6.69,7.0764,-1010965970.4162,1
2008-02-25,6.71,6.99,6.64,6.97,6.97,17599800.0,0.0,1.0,3.8748,6.794,6.8091,61.6633,-817043200.0,0.0504,-0.1558,-0.2062,62.3622,62.6025,20.6385,43.9189,0.0,60.0,6.4438,6.794,7.1442,-995377576.1305,1
2008-02-26,6.95,7.19,6.86,7.13,7.13,21404800.0,0.0,1.0,2.2956,6.92,6.9161,67.7882,-795638400.0,0.0716,-0.1167,-0.1883,68.6026,65.2312,19.3929,98.3483,60.0,100.0,6.6366,6.92,7.2034,-981756339.7669,1
2008-02-27,7.02,7.48,6.97,7.28,7.28,19430000.0,0.0,1.0,2.1038,7.01,7.0374,72.868,-776208400.0,0.0925,-0.0727,-0.1652,81.2358,70.7335,23.0454,119.3078,40.0,100.0,6.6291,7.01,7.3909,-977565555.4532,0
2008-02-28,7.17,7.25,6.91,7.02,7.02,17271300.0,0.0,1.0,-3.5714,7.022,7.0316,54.3109,-793479700.0,0.0856,-0.0582,-0.1438,75.9381,75.2588,24.1606,29.2599,20.0,80.0,6.6443,7.022,7.3997,-983661308.3943,1
2008-02-29,6.98,7.34,6.97,7.21,7.21,27384500.0,0.0,1.0,2.7066,7.122,7.0911,62.9336,-766095200.0,0.0902,-0.031,-0.1212,67.9265,75.0334,26.6169,60.4874,0.0,60.0,6.8917,7.122,7.3523,-975519970.5565,0
2008-03-03,6.8,7.21,6.63,6.76,6.76,33104000.0,0.0,1.0,-6.2413,7.08,6.9807,40.375,-799199200.0,0.0608,-0.0452,-0.106,46.1637,63.3428,23.3101,-139.6867,100.0,40.0,6.7162,7.08,7.4438,-993784246.4186,1
2008-03-04,6.66,6.78,6.38,6.76,6.76,31551500.0,0.0,1.0,0.0,7.006,6.9071,40.375,-799199200.0,0.0401,-0.0559,-0.096,39.2322,51.1075,24.9558,-122.1461,100.0,20.0,6.5697,7.006,7.4423,-965387896.4186,1
2008-03-05,6.86,7.04,6.75,6.84,6.84,22641800.0,0.0,1.0,1.1834,6.918,6.8848,45.7742,-776557400.0,0.0311,-0.0572,-0.0882,32.5854,39.3271,20.0437,-20.1149,80.0,0.0,6.5697,6.918,7.2663,-973976165.3841,0
2008-03-06,6.85,6.85,6.45,6.49,6.49,21429400.0,0.0,1.0,-5.117,6.812,6.7532,30.6138,-797986800.0,0.0022,-0.0855,-0.0877,31.3068,34.3748,21.185,-91.8367,60.0,20.0,6.3487,6.812,7.2753,-991119685.3841,1
2008-03-07,6.44,6.75,6.31,6.49,6.49,28821800.0,0.0,1.0,0.0,6.668,6.6654,30.6138,-797986800.0,-0.0152,-0.1067,-0.0915,26.4583,30.1169,24.0181,-88.3301,100.0,0.0,6.3715,6.668,6.9645,-996360012.6568,0
2008-03-10,6.6,6.6,6.13,6.16,6.16,19869900.0,0.0,1.0,-5.0847,6.548,6.497,20.5748,-817856700.0,-0.0455,-0.1484,-0.1029,11.585,23.1167,28.509,-134.6393,100.0,0.0,6.0684,6.548,7.0276,-1013693329.6781,1
2008-03-11,6.28,6.49,6.13,6.48,6.48,25491000.0,0.0,1.0,5.1948,6.492,6.4913,43.1656,-792365700.0,-0.0408,-0.1539,-0.1131,20.5861,19.5431,32.1018,-66.343,100.0,20.0,6.0617,6.492,6.9223,-989618496.3448,0
2008-03-12,6.49,6.65,6.31,6.43,6.43,19031000.0,0.0,1.0,-0.7716,6.41,6.4709,40.8938,-811396700.0,-0.0379,-0.1604,-0.1225,27.8083,19.9931,29.3261,10.9838,80.0,0.0,6.1561,6.41,6.6639,-995215849.2859,1
2008-03-13,6.31,6.78,6.31,6.73,6.73,23734900.0,0.0,1.0,4.6656,6.458,6.5572,57.6214,-787661800.0,-0.0138,-0.1397,-0.126,57.4786,35.291,23.689,110.3286,60.0,0.0,6.0946,6.458,6.8214,-976530928.0093,0
2008-03-14,6.76,6.83,6.35,6.38,6.38,25336000.0,0.0,1.0,-5.2006,6.436,6.4982,40.7875,-812997800.0,-0.0191,-0.1499,-0.1307,56.5629,47.2833,20.6227,48.5528,40.0,100.0,6.0697,6.436,6.8023,-998699928.0093,0
2008-03-17,6.2,6.41,6.16,6.34,6.34,19283500.0,0.0,1.0,-0.627,6.472,6.4454,39.1535,-832281300.0,-0.0228,-0.1593,-0.1365,52.674,55.5718,20.4064,-105.8879,20.0,80.0,6.1974,6.472,6.7466,-990215188.0093,1
2008-03-18,6.46,6.54,6.27,6.39,6.39,21990800.0,0.0,1.0,0.7886,6.454,6.427,42.738,-810290500.0,-0.0195,-0.1609,-0.1413,33.3475,47.5281,16.7315,-45.6906,0.0,60.0,6.1721,6.454,6.7359,-992658610.2316,0
2008-03-19,6.43,6.45,6.11,6.15,6.15,19822600.0,0.0,1.0,-3.7559,6.398,6.3346,31.5767,-830113100.0,-0.0305,-0.1794,-0.149,23.2946,36.4387,17.4132,-98.1481,100.0,40.0,6.0233,6.398,6.7727,-1007817069.0551,0
2008-03-20,6.17,6.22,6.07,6.11,6.11,25882800.0,0.0,1.0,-0.6504,6.274,6.2598,29.9474,-855995900.0,-0.0369,-0.1951,-0.1582,15.049,23.8971,18.9743,-109.2767,100.0,20.0,6.0351,6.274,6.5129,-1019895709.0551,1
2008-03-24,6.2,6.34,6.13,6.21,6.21,18015700.0,0.0,1.0,1.6367,6.24,6.2432,39.6748,-837980200.0,-0.0312,-0.1972,-0.166,13.5353,17.293,15.4011,-30.303,80.0,0.0,6.0239,6.24,6.4561,-1024185161.436,1
2008-03-25,6.29,6.34,6.15,6.3,6.3,16347100.0,0.0,1.0,1.4493,6.232,6.2621,47.8253,-821633100.0,-0.0187,-0.1894,-0.1707,27.9955,18.86,12.5425,11.855,60.0,20.0,6.0287,6.232,6.4353,-1014721050.9097,0
2008-03-26,6.25,6.3,6.12,6.22,6.22,16266700.0,0.0,1.0,-1.2698,6.198,6.2481,41.5828,-837899800.0,-0.0135,-0.1875,-0.1741,39.399,26.9766,11.6392,-2.6882,40.0,0.0,6.0681,6.198,6.3279,-1012913639.7986,0
2008-03-27,6.31,6.33,6.16,6.16,6.16,11456800.0,0.0,1.0,-0.9646,6.2,6.2187,37.0492,-849356600.0,-0.0117,-0.1887,-0.177,40.5811,35.9919,9.4434,12.931,20.0,0.0,6.0729,6.2,6.3271,-1024370439.7986,0
2008-03-28,6.2,6.22,5.76,5.91,5.91,35744400.0,0.0,1.0,-4.0584,6.16,6.1158,23.6305,-885101000.0,-0.0244,-0.2074,-0.1831,32.8897,37.6233,18.9518,-166.6667,100.0,40.0,5.8944,6.16,6.4256,-1036803274.5812,0
2008-03-31,5.84,6.02,5.78,5.89,5.89,18961800.0,0.0,1.0,-0.3384,6.096,6.0405,22.8046,-904062800.0,-0.0306,-0.2213,-0.1907,27.2031,33.5579,26.5586,-98.7085,80.0,20.0,5.7636,6.096,6.4284,-1038383424.5812,1
2008-04-01,5.93,6.11,5.89,6.07,6.07,16203300.0,0.0,1.0,3.056,6.05,6.0504,44.5919,-887859500.0,-0.0197,-0.2153,-0.1956,34.2206,31.4378,27.3821,-21.5171,60.0,0.0,5.7868,6.05,6.3132,-1028072233.6721,1
2008-04-02,6.08,6.37,6.08,6.19,6.19,30141100.0,0.0,1.0,1.9769,6.044,6.0969,55.1423,-857718400.0,-0.0024,-0.1986,-0.1962,49.0972,36.8403,25.624,82.4216,40.0,100.0,5.7956,6.044,6.2924,-1035347671.6032,1
2008-04-03,6.16,6.29,6.15,6.26,6.26,39533000.0,0.0,1.0,1.1309,6.064,6.1513,60.6111,-818185400.0,0.0149,-0.1776,-0.1925,68.9483,50.7554,24.2174,88.6299,20.0,80.0,5.7696,6.064,6.3584,-1012757385.8889,0
2008-04-04,6.24,6.331,6.16,6.23,6.23,21184100.0,0.0,1.0,-0.4792,6.128,6.1775,56.8952,-839369500.0,0.0247,-0.1616,-0.1863,76.2434,64.763,24.4761,61.4071,0.0,60.0,5.8572,6.128,6.3988,-1016597778.2865,1
2008-04-07,6.31,6.47,6.27,6.34,6.34,25995100.0,0.0,1.0,1.7657,6.218,6.2317,66.3505,-813374400.0,0.0383,-0.1384,-0.1768,78.6082,74.6,28.6284,127.0311,0.0,100.0,6.0403,6.218,6.3957,-1024396308.2865,0
2008-04-08,6.11,6.18,5.95,6.03,6.03,61778900.0,0.0,1.0,-4.8896,6.21,6.1645,37.4284,-875153300.0,0.0267,-0.1434,-0.1701,56.414,70.4219,26.4179,-160.1973,0.0,80.0,6.0049,6.21,6.4151,-1043198582.1996,1
2008-04-09,6.07,6.3,5.98,6.26,6.26,26884100.0,0.0,1.0,3.8143,6.224,6.1963,55.4416,-848269200.0,0.0342,-0.1273,-0.1615,50.8621,61.9614,21.5828,-28.7733,80.0,60.0,6.0167,6.224,6.4313,-1023035507.1996,1
2008-04-10,6.29,6.48,6.23,6.27,6.27,21680200.0,0.0,1.0,0.1597,6.226,6.2209,56.128,-826589000.0,0.0392,-0.1125,-0.1517,45.1258,50.8006,22.4099,68.3131,60.0,100.0,6.0172,6.226,6.4348,-1037778043.1996,0
2008-04-11,6.21,6.29,5.97,6.01,6.01,22158500.0,0.0,1.0,-4.1467,6.182,6.1506,37.4024,-848747500.0,0.0251,-0.1203,-0.1454,43.7712,46.5863,20.3891,-66.0377,40.0,80.0,5.9115,6.182,6.4525,-1054396918.1996,0
2008-04-14,6.06,6.09,5.83,5.86,5.86,19333100.0,0.0,1.0,-2.4958,6.086,6.0537,30.1488,-868080600.0,0.0067,-0.137,-0.1438,25.4378,38.1116,21.7389,-113.9291,100.0,60.0,5.7709,6.086,6.4011,-1069268533.5842,0
2008-04-15,5.91,5.91,5.61,5.78,5.78,22744000.0,0.0,1.0,-1.3652,6.036,5.9625,26.6971,-890824600.0,-0.009,-0.155,-0.146,11.8255,27.0115,26.453,-114.8791,100.0,40.0,5.6339,6.036,6.4381,-1066236000.2509,1
2008-04-16,5.92,6.17,5.83,6.07,6.07,26678700.0,0.0,1.0,5.0173,5.998,5.9983,51.7354,-864145900.0,0.0015,-0.1441,-0.1456,25.6764,20.9799,22.4,-1.5291,80.0,20.0,5.6564,5.998,6.3396,-1055250653.192,1
2008-04-17,6.06,6.3,6.0,6.19,6.19,23814600.0,0.0,1.0,1.9769,5.982,6.0622,58.9823,-840331300.0,0.017,-0.1244,-0.1414,52.1573,29.8864,19.7412,95.7768,60.0,0.0,5.6888,5.982,6.2752,-1048900093.192,0
2008-04-18,6.38,6.39,5.98,6.11,6.11,34375600.0,0.0,1.0,-1.2924,6.002,6.0781,52.4229,-874706900.0,0.022,-0.1139,-0.1359,67.0114,48.2817,19.629,78.5124,40.0,100.0,5.6908,6.002,6.3132,-1061476532.2164,1
2008-04-21,6.1,6.14,5.95,6.14,6.14,14601100.0,0.0,1.0,0.491,6.058,6.0988,54.7802,-860105800.0,0.0271,-0.102,-0.1291,72.0364,63.735,18.487,22.533,20.0,80.0,5.7692,6.058,6.3468,-1046875432.2164,0
2008-04-22,6.14,6.14,5.93,5.96,5.96,14770500.0,0.0,1.0,-2.9316,6.094,6.0525,39.939,-874876300.0,0.0186,-0.1059,-0.1245,51.7552,63.601,16.7651,-85.1852,0.0,60.0,5.9388,6.094,6.2492,-1057425789.3593,0
2008-04-23,6.03,6.07,5.86,5.92,5.92,23275900.0,0.0,1.0,-0.6711,6.064,6.0083,37.1437,-898152200.0,0.0109,-0.1109,-0.1217,34.1613,52.651,14.3893,-110.5072,0.0,40.0,5.8536,6.064,6.2744,-1067401175.0736,1
2008-04-24,5.94,6.13,5.83,6.03,6.03,20086700.0,0.0,1.0,1.8581,6.032,6.0156,49.3334,-878065500.0,0.0136,-0.1048,-0.1183,23.4164,36.4443,13.1741,-43.9331,100.0,20.0,5.8635,6.032,6.2005,-1060705608.4069,1
2008-04-25,6.09,6.1,5.93,6.06,6.06,11075600.0,0.0,1.0,0.4975,6.022,6.0304,52.4754,-866989900.0,0.0176,-0.0964,-0.114,40.4095,32.6624,12.2019,35.5191,80.0,0.0,5.8679,6.022,6.1761,-1054842055.4657,0
2008-04-28,6.06,6.11,6.0,6.0,6.0,8014900.0,0.0,1.0,-0.9901,5.994,6.0202,45.432,-875004800.0,0.0163,-0.0935,-0.1099,54.9155,39.5805,12.0061,85.1064,60.0,20.0,5.8947,5.994,6.0933,-1062856955.4657,1
2008-04-29,5.98,6.07,5.95,6.02,6.02,10695600.0,0.0,1.0,0.3333,6.006,6.0202,48.3222,-864309200.0,0.017,-0.0886,-0.1056,64.1219,53.149,11.0418,20.8333,40.0,0.0,5.9117,6.006,6.1003,-1061074355.4657,0
2008-04-30,6.04,6.07,5.93,5.96,5.96,14029700.0,0.0,1.0,-0.9967,6.014,6.0001,40.315,-878338900.0,0.0137,-0.0885,-0.1022,53.8351,57.6242,11.6891,-103.1746,20.0,20.0,5.9475,6.014,6.0805,-1069091326.8943,1
2008-05-01,5.98,6.29,5.97,6.22,6.22,19591800.0,0.0,1.0,4.3624,6.052,6.0734,68.5465,-858747100.0,0.0284,-0.0667,-0.0951,62.4074,60.1215,18.2069,166.6667,0.0,100.0,5.872,6.052,6.232,-1058070939.3943,0
2008-05-02,6.28,6.34,6.09,6.16,6.16,16102500.0,0.0,1.0,-0.9646,6.072,6.1023,60.3166,-874849600.0,0.0331,-0.0537,-0.0868,59.9955,58.746,24.8372,98.6622,60.0,100.0,5.8718,6.072,6.2722,-1065156039.3943,1
2008-05-05,6.16,6.59,6.11,6.53,6.53,41539000.0,0.0,1.0,6.0065,6.178,6.2448,79.3905,-833310600.0,0.0588,-0.0133,-0.0721,75.8541,66.0857,34.4476,139.4928,40.0,100.0,5.7795,6.178,6.5765,-1034001789.3943,1
2008-05-06,6.45,7.41,6.44,7.12,7.12,75533800.0,0.0,1.0,9.0352,6.398,6.5366,89.4745,-757776800.0,0.1101,0.0655,-0.0446,75.804,70.5512,45.6319,152.1189,20.0,100.0,5.5886,6.398,7.2074,-1003632529.6005,0
2008-05-07,7.15,7.27,6.86,6.91,6.91,26791200.0,0.0,1.0,-2.9494,6.588,6.661,73.4787,-784568000.0,0.1235,0.1098,-0.0137,78.8641,76.8407,54.5792,85.5051,0.0,80.0,5.835,6.588,7.341,-1023889290.5761,1
2008-05-08,6.99,7.24,6.67,6.93,6.93,30371400.0,0.0,1.0,0.2894,6.73,6.7507,74.0314,-754196600.0,0.1268,0.1448,0.018,69.7732,74.8138,54.5317,48.0664,0.0,60.0,6.0433,6.73,7.4167,-1026553448.4708,1
2008-05-09,6.9,7.06,6.73,6.94,6.94,15496100.0,0.0,1.0,0.1443,6.886,6.8138,74.3653,-738700500.0,0.1227,0.1714,0.0487,64.2534,70.9636,54.4937,21.021,0.0,40.0,6.4993,6.886,7.2727,-1022327239.3799,1
2008-05-12,6.97,7.3,6.97,7.16,7.16,24085800.0,0.0,1.0,3.17,7.012,6.9292,81.0614,-714614700.0,0.1273,0.2078,0.0805,67.2364,67.0877,56.9466,153.0758,0.0,20.0,6.8006,7.012,7.2234,-1018677875.7436,1
2008-05-13,7.19,7.32,7.11,7.19,7.19,15153600.0,0.0,1.0,0.419,7.026,7.0161,81.8687,-699461100.0,0.1247,0.2364,0.1117,72.691,68.0603,59.0921,103.4775,0.0,0.0,6.7812,7.026,7.2708,-1022285875.7436,0
2008-05-14,7.26,7.42,7.1,7.16,7.16,24836900.0,0.0,1.0,-0.4172,7.076,7.0641,77.7271,-724298000.0,0.1136,0.2537,0.1401,73.1867,71.038,61.758,73.6842,20.0,100.0,6.8446,7.076,7.3074,-1037808938.2436,1
2008-05-15,7.19,7.42,7.16,7.41,7.41,16955600.0,0.0,1.0,3.4916,7.172,7.1794,85.4135,-707342400.0,0.1154,0.2843,0.1689,81.2947,75.7241,63.8908,101.626,0.0,100.0,6.8739,7.172,7.4701,-1022157615.1666,0
2008-05-16,7.48,7.48,7.17,7.26,7.26,18008000.0,0.0,1.0,-2.0243,7.236,7.2063,67.8517,-725350400.0,0.0993,0.2931,0.1938,73.5823,76.0212,66.2646,68.4524,0.0,100.0,7.0473,7.236,7.4247,-1029709357.1021,0
2008-05-19,7.31,7.48,7.06,7.1,7.1,23527700.0,0.0,1.0,-2.2039,7.224,7.1708,53.2527,-748878100.0,0.0721,0.2838,0.2118,54.9791,69.952,60.5307,-58.6081,0.0,100.0,7.0114,7.224,7.4366,-1048755590.4355,1
2008-05-20,7.07,7.23,7.0,7.12,7.12,18484100.0,0.0,1.0,0.2817,7.21,7.1539,54.7731,-730394000.0,0.0506,0.275,0.2244,30.4622,53.0078,52.3948,-128.5311,100.0,80.0,6.9816,7.21,7.4384,-1047951933.9137,0
2008-05-21,7.16,7.26,7.05,7.08,7.08,13446400.0,0.0,1.0,-0.5618,7.194,7.1293,50.6543,-743840400.0,0.0298,0.2617,0.2319,17.0635,34.1683,47.0817,-75.3968,80.0,60.0,6.9437,7.194,7.4443,-1057556505.3423,0
2008-05-22,7.16,7.19,7.01,7.07,7.07,11537300.0,0.0,1.0,-0.1412,7.126,7.1095,49.4912,-755377700.0,0.0125,0.2475,0.235,18.75,22.0919,40.0486,-76.6793,60.0,40.0,6.9877,7.126,7.2643,-1061402272.009,0
2008-05-23,7.02,7.06,6.76,6.88,6.88,13377900.0,0.0,1.0,-2.6874,7.05,7.033,32.0269,-768755600.0,-0.0133,0.2184,0.2317,15.9722,17.2619,40.0295,-166.6667,100.0,20.0,6.8766,7.05,7.2234,-1064077852.009,1
2008-05-27,6.91,7.0,6.79,6.92,6.92,13114700.0,0.0,1.0,0.5814,7.014,6.9953,37.8027,-755640900.0,-0.0283,0.1963,0.2246,21.0833,18.6019,40.0141,-82.2339,80.0,0.0,6.8232,7.014,7.2048,-1060955304.3899,0
2008-05-28,7.01,7.07,6.74,6.82,6.82,18159000.0,0.0,1.0,-1.4451,6.954,6.9369,29.8709,-773799900.0,-0.0446,0.1688,0.2134,21.3504,19.4687,35.2831,-66.2393,100.0,20.0,6.7463,6.954,7.1617,-1070309940.7536,0
2008-05-29,6.82,6.9,6.75,6.77,6.77,12623100.0,0.0,1.0,-0.7331,6.892,6.8813,26.4078,-786423000.0,-0.0577,0.1413,0.199,18.0171,20.1503,31.4983,-103.6896,80.0,0.0,6.6867,6.892,7.0973,-1079566880.7536,1
2008-05-30,6.86,6.95,6.71,6.88,6.88,20871900.0,0.0,1.0,1.6248,6.854,6.8808,44.1985,-765551100.0,-0.0576,0.127,0.1846,23.0912,20.8196,25.612,-41.6667,100.0,0.0,6.7485,6.854,6.9595,-1070870255.7536,0
2008-06-02,6.88,6.88,6.74,6.8,6.8,10823700.0,0.0,1.0,-1.1628,6.838,6.8539,36.2351,-776374800.0,-0.0614,0.1079,0.1693,26.2963,22.4682,20.903,-82.0106,80.0,40.0,6.7289,6.838,6.9471,-1072416498.6107,1
2008-06-03,6.84,6.87,6.72,6.81,6.81,15573200.0,0.0,1.0,0.1471,6.816,6.8393,37.9811,-760801600.0,-0.0614,0.0925,0.1539,33.3333,27.5736,18.1474,-66.343,60.0,20.0,6.7438,6.816,6.8882,-1069301858.6107,1
2008-06-04,6.85,7.3,6.81,7.19,7.19,33424100.0,0.0,1.0,5.58,6.89,6.9562,73.0424,-727377500.0,-0.0354,0.1097,0.1451,44.7112,34.7803,28.2539,166.6667,40.0,100.0,6.5815,6.89,7.1985,-1050884497.3862,1
2008-06-05,7.32,7.79,7.29,7.78,7.78,40481900.0,0.0,1.0,8.2058,7.092,7.2308,87.1458,-686895600.0,0.0192,0.169,0.1499,69.4026,49.1491,39.4836,149.9317,20.0,100.0,6.3476,7.092,7.8364,-1012021873.3862,0
2008-06-06,7.69,7.7,7.42,7.43,7.43,29842400.0,0.0,1.0,-4.4987,7.202,7.2972,62.7877,-716738000.0,0.0286,0.1856,0.157,82.2617,65.4585,48.4673,72.5605,0.0,80.0,6.4529,7.202,7.9511,-1039732673.3862,1
2008-06-09,7.57,7.98,7.44,7.68,7.68,26738500.0,0.0,1.0,3.3647,7.378,7.4248,70.2197,-689999500.0,0.0476,0.2165,0.1689,80.5399,77.4014,56.6197,73.9653,20.0,100.0,6.6774,7.378,8.0786,-1042703617.8306,0
2008-06-10,7.58,7.65,7.38,7.43,7.43,23476600.0,0.0,1.0,-3.2552,7.502,7.4265,56.1915,-713476100.0,0.0395,0.2182,0.1788,65.179,75.9935,60.2445,0.8666,0.0,80.0,7.0857,7.502,7.9183,-1057485180.7936,0
2008-06-11,7.43,7.43,6.92,6.96,6.96,26590500.0,0.0,1.0,-6.3257,7.456,7.271,38.2392,-740066600.0,0.0007,0.1796,0.1789,44.3185,63.3458,48.3549,-166.6667,0.0,60.0,6.8885,7.456,8.0235,-1079904621.9701,1
