date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,roc,sma,ema,rsi,obv,MACD_Hist,MACD,MACD_Signal,SlowK,SlowD,adx,cci,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,ad,shifted_ROC_BOOL
2006-08-28,24.6,24.84,23.85,23.92,23.92,17494700.0,0.0,1.0,-2.6059,24.604,24.2159,54.5784,684841500.0,0.4669,0.8678,0.4009,47.0608,63.8159,53.3777,-116.9154,0.0,40.0,23.8785,24.604,25.3295,-93478494.1311,1
2006-08-29,23.95,24.44,23.7,24.4,24.4,17463000.0,0.0,1.0,2.0067,24.508,24.2773,62.9597,702304500.0,0.3905,0.8891,0.4986,35.2786,49.2952,46.5313,-85.6988,0.0,20.0,23.8284,24.508,25.1876,-77903386.023,1
2006-08-30,24.55,25.16,24.45,25.03,25.03,14565000.0,0.0,1.0,2.582,24.534,24.5282,71.5672,716869500.0,0.3579,0.9459,0.588,45.3937,42.5777,45.4914,74.977,80.0,0.0,23.7896,24.534,25.2784,-68672047.9948,0
2006-08-31,25.21,25.25,24.68,24.99,24.99,11156900.0,0.0,1.0,-0.1598,24.58,24.6821,70.2711,705712600.0,0.3107,0.9764,0.6657,66.8293,49.1672,45.1419,88.8399,60.0,0.0,23.7607,24.58,25.3993,-67693372.5562,0
2006-09-01,25.25,25.25,24.51,24.66,24.66,11208800.0,0.0,1.0,-1.3205,24.6,24.6748,59.2132,694503800.0,0.2378,0.9629,0.7252,75.9233,62.7154,42.3186,39.5683,40.0,100.0,23.7788,24.6,25.4212,-74358064.4481,1
2006-09-05,25.08,26.23,24.84,26.22,26.22,22184000.0,0.0,1.0,6.326,25.06,25.1898,78.8654,716687800.0,0.2725,1.0658,0.7933,81.5887,74.7804,45.4309,156.8627,20.0,100.0,23.812,25.06,26.308,-52493258.6927,0
2006-09-06,25.83,26.14,24.51,24.53,24.53,20874100.0,0.0,1.0,-6.4455,25.086,24.9699,47.7256,695813700.0,0.1649,0.9994,0.8345,55.3449,70.9523,43.4747,-9.1667,0.0,80.0,23.8897,25.086,26.2823,-72855110.84,1
2006-09-07,23.74,25.01,23.72,24.59,24.59,31462700.0,0.0,1.0,0.2446,24.998,24.8433,48.6258,727276400.0,0.0851,0.9408,0.8558,46.2535,61.0623,35.6923,-117.5903,100.0,60.0,23.7353,24.998,26.2607,-61879750.3749,1
2006-09-08,24.76,25.82,24.65,25.8,25.8,24531600.0,0.0,1.0,4.9207,25.16,25.1622,64.1771,751808000.0,0.1,0.9807,0.8808,40.6748,47.4244,33.3991,54.6945,80.0,40.0,23.7444,25.16,26.5756,-38186837.5544,0
2006-09-11,25.51,26.07,25.36,25.66,25.66,18258900.0,0.0,1.0,-0.5426,25.36,25.3281,61.4853,733549100.0,0.0871,0.9896,0.9025,64.9402,50.6228,33.0198,66.4557,60.0,20.0,24.0021,25.36,26.7179,-41015681.2163,1
2006-09-12,26.07,26.67,25.8,26.48,26.48,23310500.0,0.0,1.0,3.1956,25.412,25.7121,70.5339,756859600.0,0.1186,1.0508,0.9322,84.5729,63.396,35.7801,121.5132,40.0,100.0,23.9137,25.412,26.9103,-27886778.9175,1
2006-09-13,26.58,27.42,26.39,27.15,27.15,23290100.0,0.0,1.0,2.5302,25.936,26.1914,76.2361,780149700.0,0.1663,1.1401,0.9738,87.851,79.1214,40.7425,115.0929,20.0,100.0,24.2211,25.936,27.6509,-16807022.6068,0
2006-09-14,26.69,27.37,26.64,27.02,27.02,14117800.0,0.0,1.0,-0.4788,26.422,26.4676,72.8184,766031900.0,0.1704,1.1868,1.0164,90.6072,87.677,44.7124,82.9511,0.0,80.0,25.2027,26.422,27.6413,-16226839.0451,0
2006-09-15,27.39,27.65,26.52,26.53,26.53,18196900.0,0.0,1.0,-1.8135,26.568,26.4884,60.1197,747835000.0,0.1235,1.1707,1.0472,76.4513,84.9698,48.9227,46.0603,0.0,100.0,25.5186,26.568,27.6174,-34101670.0186,1
2006-09-18,26.63,27.51,26.52,27.32,27.32,16687500.0,0.0,1.0,2.9778,26.9,26.7656,70.4906,764522500.0,0.1284,1.2078,1.0793,72.9378,79.9988,52.2909,76.0518,0.0,80.0,26.2267,26.9,27.5733,-23819473.0489,0
2006-09-19,27.3,27.32,26.41,26.93,26.93,14328100.0,0.0,1.0,-1.4275,26.99,26.8204,60.7429,750194400.0,0.0901,1.192,1.1019,58.7037,69.3643,52.514,-89.7436,0.0,60.0,26.4604,26.99,27.5196,-21772601.6203,1
2006-09-20,27.28,27.56,27.05,27.38,27.38,13193700.0,0.0,1.0,1.671,27.036,27.0069,67.2707,763388100.0,0.08,1.2019,1.1219,67.7484,66.4633,54.2669,134.2239,0.0,40.0,26.4251,27.036,27.6469,-17892101.6203,0
2006-09-21,27.58,27.9,26.84,26.98,26.98,16596600.0,0.0,1.0,-1.4609,27.028,26.998,56.7801,746791500.0,0.0337,1.1641,1.1303,53.1127,59.8549,57.4528,60.1545,60.0,100.0,26.4154,27.028,27.6406,-30104694.0732,0
2006-09-22,26.8,26.83,25.64,26.21,26.21,24657600.0,0.0,1.0,-2.854,26.964,26.7353,41.2872,722133900.0,-0.0565,1.0597,1.1162,47.234,56.0317,49.078,-151.5152,100.0,80.0,26.1299,26.964,27.7981,-31140727.6866,1
2006-09-25,26.4,27.17,25.74,26.77,26.77,22638500.0,0.0,1.0,2.1366,26.854,26.7469,52.9564,744772400.0,-0.0845,1.0106,1.0951,37.8254,46.0574,39.6477,-52.8306,80.0,60.0,26.095,26.854,27.613,-21167122.7915,0
2006-09-26,26.6,26.81,25.65,25.99,25.99,25080200.0,0.0,1.0,-2.9137,26.666,26.4946,39.3424,719692200.0,-0.1574,0.8983,1.0557,30.236,38.4318,32.3057,-78.7169,60.0,40.0,25.6524,26.666,27.6796,-31545136.5846,0
2006-09-27,25.85,26.51,25.27,25.32,25.32,26580300.0,0.0,1.0,-2.5779,26.254,26.1031,30.8318,693111900.0,-0.2472,0.7467,0.9939,22.4626,30.1747,30.3378,-107.2639,100.0,20.0,25.0751,26.254,27.4329,-55981864.004,0
2006-09-28,24.95,25.3,24.66,25.07,25.07,21517300.0,0.0,1.0,-0.9874,25.872,25.7587,28.0061,671594600.0,-0.3156,0.5995,0.915,11.2408,21.3132,33.2233,-133.3914,100.0,0.0,24.6448,25.872,27.0992,-49930123.379,0
2006-09-29,25.3,25.5,24.78,24.85,24.85,12730500.0,0.0,1.0,-0.8775,25.6,25.4558,25.4413,658864100.0,-0.3642,0.4597,0.824,8.6018,14.1018,32.4788,-81.2479,80.0,20.0,24.2021,25.6,26.9979,-60185248.379,0
2006-10-02,24.67,25.05,24.4,24.81,24.81,17817400.0,0.0,1.0,-0.161,25.208,25.2405,24.9226,641046700.0,-0.3857,0.3418,0.7275,13.6389,11.1605,34.7071,-81.1342,100.0,0.0,24.3456,25.208,26.0704,-55525312.9943,0
2006-10-03,24.4,24.51,23.79,24.13,24.13,19087300.0,0.0,1.0,-2.7408,24.836,24.8704,17.3885,621959400.0,-0.429,0.1913,0.6203,12.3607,11.5338,39.722,-136.1015,100.0,0.0,24.0419,24.836,25.6301,-56585718.5499,1
2006-10-04,24.0,25.1,23.95,25.03,25.03,17869600.0,0.0,1.0,3.7298,24.778,24.9236,44.9303,639829000.0,-0.3819,0.143,0.5248,34.009,20.0029,35.5092,-9.488,80.0,0.0,24.0998,24.778,25.4562,-40891548.1151,1
2006-10-05,24.8,25.24,24.6,25.11,25.11,17304500.0,0.0,1.0,0.3196,24.786,24.9857,46.8974,657133500.0,-0.332,0.1099,0.4418,54.0692,33.4796,30.4557,71.0383,60.0,20.0,24.0935,24.786,25.4785,-30617001.2401,0
2006-10-06,24.52,24.8,23.96,24.01,24.01,17299800.0,0.0,1.0,-4.3807,24.618,24.6605,29.0577,639833700.0,-0.3575,-0.0051,0.3525,54.96,47.6794,31.5902,-70.4311,40.0,0.0,23.6987,24.618,25.5373,-45857301.2401,0
2006-10-09,24.3,24.62,22.95,23.0,23.0,34081800.0,0.0,1.0,-4.2066,24.256,24.107,20.2268,605751900.0,-0.4225,-0.1756,0.2468,31.5163,46.8485,37.1301,-128.0815,100.0,60.0,22.7114,24.256,25.8006,-77898274.8928,1
2006-10-10,23.21,23.73,22.87,23.14,23.14,27698100.0,0.0,1.0,0.6087,24.058,23.7847,24.2174,633450000.0,-0.4343,-0.2961,0.1382,9.5827,32.0197,41.8442,-98.5884,100.0,40.0,22.2656,24.058,25.8504,-88204544.6603,1
2006-10-11,23.08,24.56,22.87,24.27,24.27,29329600.0,0.0,1.0,4.8833,23.906,23.9464,49.636,662779600.0,-0.3482,-0.297,0.0512,24.2158,21.7716,35.6489,-10.7106,100.0,20.0,22.3567,23.906,25.4553,-68940724.5419,1
2006-10-12,24.33,24.72,24.04,24.69,24.69,19510400.0,0.0,1.0,1.7305,23.822,24.1943,56.4263,682290000.0,-0.2496,-0.2607,-0.0112,54.9216,29.5734,29.151,100.8272,80.0,0.0,22.5165,23.822,25.1275,-51151830.4243,1
2006-10-13,24.57,25.4,24.57,25.23,25.23,19364900.0,0.0,1.0,2.1871,24.066,24.5395,64.1865,701654900.0,-0.1401,-0.1863,-0.0462,82.2176,53.785,28.254,116.5831,60.0,100.0,22.3271,24.066,25.8049,-39719540.0628,1
2006-10-16,25.44,25.69,25.14,25.38,25.38,17730800.0,0.0,1.0,0.5945,24.542,24.8197,66.2721,719385700.0,-0.0542,-0.1139,-0.0598,92.1961,76.4451,29.4305,96.7848,40.0,100.0,22.9328,24.542,26.1512,-41976187.3355,0
2006-10-17,24.82,24.9,24.07,24.48,24.48,22547600.0,0.0,1.0,-3.5461,24.81,24.7065,46.1257,696838100.0,-0.0544,-0.1277,-0.0733,79.7933,84.7357,26.563,-27.0112,20.0,80.0,23.9539,24.81,25.6661,-42247845.1669,0
2006-10-18,24.8,25.16,24.08,24.23,24.23,40929500.0,0.0,1.0,-1.0212,24.802,24.5476,41.7217,655908600.0,-0.0669,-0.157,-0.0901,52.5381,74.8425,21.9604,-54.7319,0.0,60.0,23.9253,24.802,25.6787,-71808039.6113,0
2006-10-19,22.0,22.0,20.91,21.01,21.01,96497700.0,0.0,1.0,-13.2893,24.066,23.3684,16.4442,559410900.0,-0.2759,-0.435,-0.1591,23.5665,51.966,29.9393,-166.6667,100.0,40.0,20.8887,24.066,27.2433,-150599739.6113,0
2006-10-20,21.18,21.18,20.0,20.12,20.12,51593200.0,0.0,1.0,-4.2361,23.044,22.2856,13.5979,507817700.0,-0.4478,-0.7189,-0.271,5.2387,27.1144,37.6824,-98.796,100.0,20.0,18.8859,23.044,27.2021,-191699407.4079,1
2006-10-23,20.22,20.87,20.15,20.24,20.24,34231700.0,0.0,1.0,0.5964,22.016,21.6037,16.047,542049400.0,-0.522,-0.9235,-0.4015,2.9507,10.5853,43.8768,-66.6175,80.0,0.0,18.1447,22.016,25.8873,-217373182.4079,1
2006-10-24,20.48,20.64,20.28,20.32,20.32,37597100.0,0.0,1.0,0.3953,21.184,21.1758,17.9843,579646500.0,-0.5323,-1.0669,-0.5346,4.3206,4.17,48.8324,-54.1233,60.0,20.0,18.0755,21.184,24.2925,-246615371.2968,1
2006-10-25,20.42,20.93,20.35,20.83,20.83,30140000.0,0.0,1.0,2.5098,20.504,21.0606,30.7235,609786500.0,-0.4735,-1.1264,-0.653,17.4509,8.2407,49.4282,11.4395,40.0,0.0,19.8035,20.504,21.2045,-226868474.7451,1
2006-10-26,21.28,21.68,21.0,21.5,21.5,33031400.0,0.0,1.0,3.2165,20.602,21.207,44.8027,642817900.0,-0.3631,-1.1068,-0.7437,45.6624,22.478,42.4947,159.8639,20.0,0.0,19.5817,20.602,21.6223,-211324286.5098,0
2006-10-27,21.42,21.79,20.74,20.86,20.86,28098900.0,0.0,1.0,-2.9767,20.75,21.0914,36.0537,614719000.0,-0.3089,-1.1298,-0.821,58.0261,40.3798,38.5784,58.9325,0.0,100.0,19.844,20.75,21.656,-233000580.7955,1
2006-10-30,20.96,21.5,20.82,21.32,21.32,19939700.0,0.0,1.0,2.2052,20.966,21.1676,45.5983,634658700.0,-0.2219,-1.0983,-0.8764,67.1509,56.9465,35.4454,49.0434,0.0,80.0,20.1377,20.966,21.7943,-223617192.5602,0
2006-10-31,21.42,21.57,20.95,21.27,21.27,17571200.0,0.0,1.0,-0.2345,21.156,21.2017,44.6919,617087500.0,-0.1509,-1.0651,-0.9142,58.6852,61.2874,31.9881,45.6349,0.0,60.0,20.6252,21.156,21.6868,-223050379.657,0
2006-11-01,21.3,21.34,20.67,20.73,20.73,23508500.0,0.0,1.0,-2.5388,21.136,21.0445,35.2367,593579000.0,-0.1247,-1.07,-0.9453,46.0401,57.2921,31.8748,-139.4065,0.0,40.0,20.5527,21.136,21.7193,-242348402.0451,1
2006-11-02,20.62,21.06,20.56,20.85,20.85,16829700.0,0.0,1.0,0.5789,21.006,20.9797,38.8315,610408700.0,-0.0854,-1.0521,-0.9667,30.9411,45.2221,32.7952,-102.0521,100.0,20.0,20.5242,21.006,21.4878,-239655650.0451,1
2006-11-03,20.95,21.09,20.81,20.88,20.88,17719200.0,0.0,1.0,0.1439,21.01,20.9464,39.8744,628127900.0,-0.0456,-1.0237,-0.9781,20.2058,32.3957,32.8624,-40.1479,80.0,0.0,20.5328,21.01,21.4872,-248515250.0451,1
2006-11-06,21.07,21.48,21.06,21.39,21.39,17919800.0,0.0,1.0,2.4425,21.024,21.0943,55.8649,646047700.0,0.0232,-0.9491,-0.9723,45.8129,32.3199,27.2487,91.4578,60.0,20.0,20.5087,21.024,21.5393,-238275364.3308,1
2006-11-07,21.5,21.98,21.4,21.56,21.56,18720300.0,0.0,1.0,0.7948,21.082,21.2495,60.2678,664768000.0,0.0848,-0.8662,-0.9511,61.428,42.4822,28.7258,122.9225,40.0,100.0,20.4236,21.082,21.7404,-246667222.9515,0
2006-11-08,21.38,21.5,20.84,21.25,21.25,20653000.0,0.0,1.0,-1.4378,21.186,21.2497,49.1023,644115000.0,0.1079,-0.8162,-0.9241,67.0641,58.1016,24.2659,4.3621,20.0,80.0,20.6259,21.186,21.7461,-241660435.0727,0
2006-11-09,21.58,21.6,20.8,20.89,20.89,21301800.0,0.0,1.0,-1.6941,21.194,21.1298,38.6958,622813200.0,0.1022,-0.7964,-0.8986,42.2137,56.9019,19.4841,-47.5537,0.0,60.0,20.6525,21.194,21.7355,-258169330.0727,1
2006-11-10,20.83,21.16,20.82,21.07,21.07,12329600.0,0.0,1.0,0.8617,21.232,21.1099,45.8663,635142800.0,0.1129,-0.7575,-0.8703,26.3667,45.2148,15.6587,-87.6543,80.0,40.0,20.762,21.232,21.702,-252367165.3668,1
2006-11-13,21.06,21.37,21.01,21.2,21.2,17101500.0,0.0,1.0,0.617,21.194,21.1399,51.0366,652244300.0,0.1299,-0.7079,-0.8379,21.4689,30.0164,16.0453,-14.6667,60.0,20.0,20.7514,21.194,21.6366,-251417082.0335,1
2006-11-14,21.05,21.41,20.79,21.34,21.34,23649100.0,0.0,1.0,0.6604,21.15,21.2066,56.6147,675893400.0,0.1504,-0.6499,-0.8003,41.5603,29.7986,13.661,45.1389,100.0,0.0,20.8368,21.15,21.4632,-233108101.3883,1
2006-11-15,21.47,21.92,21.35,21.71,21.71,25125400.0,0.0,1.0,1.7338,21.242,21.3744,68.4781,701018800.0,0.1862,-0.5675,-0.7537,61.0718,41.367,17.3633,166.6667,80.0,100.0,20.6878,21.242,21.7962,-226496154.0199,1
2006-11-16,21.9,21.95,21.38,21.74,21.74,17887400.0,0.0,1.0,0.1382,21.412,21.4963,69.3281,718906200.0,0.2077,-0.4941,-0.7018,77.0712,59.9011,20.6641,87.156,60.0,100.0,20.8728,21.412,21.9512,-221788943.4936,0
2006-11-17,21.51,21.7,21.31,21.45,21.45,14740800.0,0.0,1.0,-1.3339,21.488,21.4808,52.2898,704165400.0,0.1981,-0.4541,-0.6523,73.403,70.5154,21.4858,14.5779,40.0,80.0,21.0694,21.488,21.9066,-225946605.032,0
2006-11-20,21.41,21.56,21.21,21.44,21.44,16080000.0,0.0,1.0,-0.0466,21.536,21.4672,51.7417,688085400.0,0.1871,-0.4184,-0.6055,64.9425,71.8056,19.4433,-34.9509,20.0,60.0,21.2174,21.536,21.8546,-220892890.7463,0
2006-11-21,21.47,21.65,21.05,21.24,21.24,19988900.0,0.0,1.0,-0.9328,21.516,21.3915,40.9979,668096500.0,0.1631,-0.4016,-0.5647,44.6807,61.0088,17.2589,-100.0676,0.0,40.0,21.1428,21.516,21.8892,-228222154.0796,1
2006-11-22,21.55,21.85,21.3,21.77,21.77,15604100.0,0.0,1.0,2.4953,21.528,21.5177,65.0423,683700600.0,0.1785,-0.3416,-0.5201,52.3819,54.0017,16.8235,70.1754,80.0,20.0,21.1277,21.528,21.9283,-217157428.6251,1
2006-11-24,21.58,21.97,21.54,21.8,21.8,5400800.0,0.0,1.0,0.1378,21.54,21.6118,66.022,689101400.0,0.1855,-0.2883,-0.4737,60.8776,52.6467,18.8571,113.0408,60.0,100.0,21.1124,21.54,21.9676,-216027028.6251,1
2006-11-27,21.72,22.33,21.62,21.83,21.83,24453600.0,0.0,1.0,0.1376,21.616,21.6845,67.172,713555000.0,0.1863,-0.2408,-0.4271,74.1531,62.4709,25.5166,104.3593,40.0,100.0,21.1463,21.616,22.0857,-226015118.7659,1
2006-11-28,21.85,22.09,21.61,21.93,21.93,15159400.0,0.0,1.0,0.4581,21.714,21.7663,71.2295,728714400.0,0.1874,-0.1929,-0.3803,70.4031,68.4779,30.4844,62.4393,20.0,80.0,21.2279,21.714,22.2001,-220961985.4326,0
2006-11-29,22.15,22.19,21.33,21.41,21.41,21208700.0,0.0,1.0,-2.3712,21.748,21.6476,39.4978,707505700.0,0.1485,-0.1947,-0.3432,46.789,63.7817,25.6556,-81.8414,0.0,60.0,21.3933,21.748,22.1027,-238224880.7814,1
2006-11-30,21.53,21.94,21.12,21.57,21.57,23809500.0,0.0,1.0,0.7473,21.708,21.6217,48.3479,731315200.0,0.1297,-0.1811,-0.3107,38.8732,52.0218,23.8363,-109.5938,100.0,40.0,21.328,21.708,22.088,-235902002.7327,0
2006-12-01,21.3,21.53,20.41,20.69,20.69,32273900.0,0.0,1.0,-4.0797,21.486,21.3111,24.1058,699041300.0,0.0578,-0.2386,-0.2963,20.8177,35.4933,30.3322,-159.7859,100.0,20.0,20.6088,21.486,22.3632,-252038952.7327,1
2006-12-04,20.85,21.33,20.65,21.04,21.04,17967300.0,0.0,1.0,1.6916,21.328,21.2208,39.2497,717008600.0,0.0347,-0.2529,-0.2876,29.0556,29.5822,35.5289,-71.2336,80.0,0.0,20.4712,21.328,22.1848,-249396702.7327,1
2006-12-05,21.04,21.49,21.04,21.34,21.34,16962900.0,0.0,1.0,1.4259,21.21,21.2605,49.95,733971500.0,0.0402,-0.2374,-0.2776,34.0746,27.9826,35.1948,4.5409,60.0,20.0,20.5866,21.21,21.8334,-243742402.7327,1
2006-12-06,21.11,21.59,21.07,21.49,21.49,17056000.0,0.0,1.0,0.7029,21.226,21.337,54.9133,751027500.0,0.0536,-0.2106,-0.2642,52.7429,38.6243,32.2259,48.9022,40.0,0.0,20.5792,21.226,21.8728,-233246402.7327,0
2006-12-07,21.53,21.73,21.03,21.05,21.05,17665500.0,0.0,1.0,-2.0475,21.122,21.2413,40.2704,733362000.0,0.0336,-0.2222,-0.2558,57.1068,47.9747,26.2381,38.9965,20.0,0.0,20.5696,21.122,21.6744,-249902445.5898,0
2006-12-08,21.01,21.15,20.69,20.93,20.93,19635000.0,0.0,1.0,-0.5701,21.17,21.1376,36.9146,713727000.0,0.0139,-0.2384,-0.2523,48.333,52.7276,27.565,-99.894,0.0,80.0,20.7503,21.17,21.5897,-249048749.9376,0
2006-12-11,21.02,21.09,20.61,20.69,20.69,15527600.0,0.0,1.0,-1.1467,21.1,20.9884,30.5503,698199400.0,-0.0122,-0.2675,-0.2554,27.1845,44.2081,29.7583,-102.6895,100.0,60.0,20.5278,21.1,21.6722,-259400483.271,0
2006-12-12,20.62,20.79,20.37,20.47,20.47,16091800.0,0.0,1.0,-1.0633,20.926,20.8156,25.5106,682107600.0,-0.0396,-0.3048,-0.2653,13.4739,29.6638,34.4658,-106.7961,100.0,40.0,20.2348,20.926,21.6172,-267829521.3662,0
2006-12-13,20.58,20.74,19.9,20.17,20.17,28031200.0,0.0,1.0,-1.4656,20.662,20.6004,19.9117,654076400.0,-0.0714,-0.3545,-0.2831,9.75,16.8028,41.6905,-115.5053,100.0,20.0,20.0282,20.662,21.2958,-277840664.2233,1
2006-12-14,20.22,22.8,20.22,22.71,22.71,76120200.0,0.0,1.0,12.593,20.994,21.3036,75.8971,730196600.0,0.0771,-0.1868,-0.2638,39.6679,20.9639,42.0872,161.1953,80.0,100.0,19.2063,20.994,22.7817,-207031175.8512,0
2006-12-15,22.95,23.0,22.02,22.12,22.12,34431000.0,0.0,1.0,-2.598,21.232,21.5757,63.0914,695765600.0,0.1308,-0.1003,-0.2311,61.0879,36.8352,43.2515,103.6269,60.0,100.0,19.237,21.232,23.227,-234435441.1574,0
2006-12-18,22.05,22.21,21.72,21.97,21.97,24239800.0,0.0,1.0,-0.6781,21.488,21.7072,59.8805,671525800.0,0.1502,-0.0434,-0.1936,78.4279,59.7279,40.5283,45.7203,40.0,80.0,19.5084,21.488,23.4676,-233940751.3615,0
2006-12-19,21.7,22.01,21.6,21.64,21.64,19482700.0,0.0,1.0,-1.502,21.722,21.6848,52.529,652043100.0,0.1352,-0.0246,-0.1598,64.8387,68.1181,36.8414,11.3892,20.0,60.0,20.0222,21.722,23.4218,-249621948.9224,1
2006-12-20,21.61,21.99,21.61,21.85,21.85,11292300.0,0.0,1.0,0.9704,22.058,21.7398,56.7525,663335400.0,0.1335,0.0071,-0.1264,60.5121,67.9262,33.8918,-59.1054,0.0,40.0,21.3343,22.058,22.7817,-246650291.0277,0
2006-12-21,21.97,22.0,20.91,20.95,20.95,22505600.0,0.0,1.0,-4.119,21.706,21.4766,38.4341,640829800.0,0.0692,-0.0399,-0.1091,38.892,54.7476,31.1563,-138.3333,0.0,20.0,20.8874,21.706,22.5246,-267504103.8717,0
2006-12-22,21.0,21.2,20.68,20.77,20.77,10634200.0,0.0,1.0,-0.8592,21.436,21.241,35.5642,630195600.0,0.0148,-0.0906,-0.1054,22.1431,40.5157,30.9559,-120.2146,100.0,0.0,20.4653,21.436,22.4067,-274457234.641,0
2006-12-26,20.89,20.89,20.45,20.6,20.6,7190700.0,0.0,1.0,-0.8185,21.162,21.0274,32.6832,623004900.0,-0.03,-0.1429,-0.1129,5.8039,22.2797,32.678,-102.6059,100.0,0.0,20.1756,21.162,22.1484,-276745184.641,1
2006-12-27,20.71,20.84,20.5,20.7,20.7,9919300.0,0.0,1.0,0.4854,20.974,20.9182,36.4676,632924200.0,-0.0491,-0.1742,-0.1252,10.5423,12.8297,34.0557,-65.2125,80.0,0.0,20.0687,20.974,21.8793,-274994719.9351,0
2006-12-28,20.56,20.75,20.52,20.57,20.57,8023900.0,0.0,1.0,-0.628,20.718,20.8022,33.415,624900300.0,-0.0656,-0.2072,-0.1416,11.1621,9.1694,35.1578,-66.1174,60.0,20.0,20.4457,20.718,20.9903,-279529967.7612,0
2006-12-29,20.5,20.73,20.3,20.35,20.35,11594000.0,0.0,1.0,-1.0695,20.598,20.6514,28.3882,613306300.0,-0.0853,-0.2482,-0.1629,9.8088,10.5044,38.4703,-131.1111,100.0,0.0,20.312,20.598,20.884,-288427688.6914,0
2007-01-03,20.0,20.4,19.35,19.52,19.52,28350300.0,0.0,1.0,-4.0786,20.348,20.2743,16.6068,584956000.0,-0.1446,-0.3437,-0.199,8.1122,9.6944,46.1463,-166.6667,100.0,0.0,19.489,20.348,21.207,-307597891.5485,1
2007-01-04,19.6,19.86,19.32,19.79,19.79,23652500.0,0.0,1.0,1.3832,20.186,20.1129,28.6478,608608500.0,-0.1552,-0.3931,-0.2378,15.8385,11.2532,52.3804,-91.2447,100.0,0.0,19.2743,20.186,21.0977,-290077521.1782,0
2007-01-05,19.54,19.91,19.54,19.71,19.71,15902400.0,0.0,1.0,-0.4042,19.988,19.9786,27.1936,592706100.0,-0.1566,-0.4336,-0.277,23.0776,15.6761,55.94,-54.0601,80.0,0.0,19.1854,19.988,20.7906,-291366904.962,0
2007-01-08,19.86,19.86,19.25,19.47,19.47,15814800.0,0.0,1.0,-1.2177,19.768,19.809,22.8448,576891300.0,-0.1621,-0.4796,-0.3175,24.3529,21.0897,60.1352,-77.9175,100.0,0.0,19.1401,19.768,20.3959,-295774308.2406,1
2007-01-09,19.6,19.71,19.37,19.65,19.65,14494200.0,0.0,1.0,0.9245,19.628,19.756,32.904,591385500.0,-0.1427,-0.4959,-0.3532,25.6401,24.3568,63.4913,-61.5563,80.0,0.0,19.3912,19.628,19.8648,-286395708.2406,1
2007-01-10,19.62,20.02,19.5,20.01,20.01,19783200.0,0.0,1.0,1.8321,19.726,19.8407,49.3975,611168700.0,-0.0968,-0.4742,-0.3774,49.4496,33.1475,56.4825,127.2555,60.0,0.0,19.3724,19.726,20.0796,-267373400.5483,1
2007-01-11,19.8,20.63,19.8,20.18,20.18,23135700.0,0.0,1.0,0.8496,19.804,19.9538,55.8096,634304400.0,-0.0487,-0.4383,-0.3896,66.9584,47.3494,49.8385,143.4938,40.0,100.0,19.2918,19.804,20.3162,-269324604.1628,0
2007-01-12,18.65,18.77,17.62,18.26,18.26,123328200.0,0.0,1.0,-9.5144,19.514,19.3892,20.0112,510976200.0,-0.135,-0.5583,-0.4233,62.4517,59.6199,51.0613,-166.6667,100.0,80.0,18.1627,19.514,20.8653,-255383155.4671,0
2007-01-16,18.15,18.35,17.95,18.13,18.13,37697200.0,0.0,1.0,-0.7119,19.246,18.9695,18.9808,473279000.0,-0.1864,-0.6563,-0.4699,35.1991,54.8697,52.0396,-86.3388,80.0,60.0,17.494,19.246,20.998,-259152875.4671,1
2007-01-17,17.94,18.28,17.9,18.2,18.2,21415000.0,0.0,1.0,0.3861,18.956,18.713,21.6947,494694000.0,-0.2001,-0.72,-0.5199,19.1584,38.9364,53.0205,-58.209,60.0,40.0,17.0911,18.956,20.8209,-246754717.5724,0
2007-01-18,18.07,18.18,17.76,17.92,17.92,21712500.0,0.0,1.0,-1.5385,18.538,18.4487,18.5824,472981500.0,-0.2113,-0.7841,-0.5728,15.3931,23.2502,54.4341,-57.2585,40.0,20.0,16.88,18.538,20.196,-251924360.4295,0
2007-01-19,17.79,17.98,17.66,17.73,17.73,22764400.0,0.0,1.0,-1.0603,18.048,18.2091,16.5665,450217100.0,-0.2142,-0.8405,-0.6263,12.9337,15.8284,56.0538,-122.3709,20.0,0.0,17.6558,18.048,18.4402,-264729335.4295,0
2007-01-22,17.59,17.64,17.26,17.53,17.53,24494900.0,0.0,1.0,-1.128,17.902,17.9827,14.4971,425722200.0,-0.2118,-0.8911,-0.6793,14.7675,14.3648,59.1057,-132.6616,100.0,0.0,17.4047,17.902,18.3993,-254415693.3243,0
2007-01-23,17.6,17.7,17.37,17.51,17.51,25341200.0,0.0,1.0,-0.1141,17.778,17.8252,14.2743,400381000.0,-0.1943,-0.9222,-0.7279,19.6152,15.7722,60.105,-75.7021,80.0,0.0,17.2612,17.778,18.2948,-258255269.0819,0
2007-01-24,16.04,16.45,15.93,16.03,16.03,74633800.0,0.0,1.0,-8.4523,17.344,17.2268,5.8934,325747200.0,-0.261,-1.0541,-0.7931,17.9083,17.4304,64.9111,-166.6667,100.0,0.0,15.9966,17.344,18.6914,-304183761.3895,1
