date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,roc,sma,ema,rsi,obv,MACD_Signal,MACD,MACD_Hist,SlowK,SlowD,adx,cci,Aroon Up,Aroon Down,Real Lower Band,Real Middle Band,Real Upper Band,ad,shifted_ROC_BOOL
2003-06-03,6.87,7.13,6.81,6.94,6.94,10598400.0,0.0,1.0,1.0189,7.275,7.2305,45.9557,168667300.0,-0.0245,-0.0706,-0.0461,26.7274,48.0541,11.1883,-120.5735,5.0,75.0,6.8095,7.275,7.7405,-128739958.1363,1
2003-06-04,6.96,7.08,6.94,7.01,7.01,6770800.0,0.0,1.0,1.0086,7.2435,7.2095,47.1814,175438100.0,-0.0352,-0.078,-0.0428,15.8403,29.4833,11.279,-90.2896,0.0,70.0,6.7962,7.2435,7.6908,-128739958.1363,1
2003-06-05,7.0,7.02,6.91,7.02,7.02,7819600.0,0.0,1.0,0.1427,7.22,7.1915,47.361,183257700.0,-0.0446,-0.0821,-0.0375,22.1861,21.5846,11.41,-88.0608,0.0,65.0,6.7776,7.22,7.6624,-120920358.1363,0
2003-06-06,7.27,7.39,6.9,6.93,6.93,12638600.0,0.0,1.0,-1.2821,7.204,7.1666,45.8835,170619100.0,-0.054,-0.0916,-0.0376,23.924,20.6502,10.8634,-52.5401,25.0,60.0,6.7443,7.204,7.6637,-132011374.4628,0
2003-06-09,6.9,6.91,6.5,6.55,6.55,10369100.0,0.0,1.0,-5.4834,7.164,7.1078,40.2964,160250000.0,-0.0689,-0.1283,-0.0594,17.8601,21.3234,10.9325,-163.3899,20.0,100.0,6.629,7.164,7.699,-139851425.6823,1
2003-06-10,6.5,6.71,6.37,6.68,6.68,9810500.0,0.0,1.0,1.9847,7.1265,7.0671,42.8044,170060500.0,-0.0841,-0.1452,-0.0611,18.8999,20.228,11.1687,-163.5003,15.0,100.0,6.5668,7.1265,7.6862,-131772190.3882,0
2003-06-11,6.68,6.68,6.28,6.41,6.41,14372500.0,0.0,1.0,-4.0419,7.072,7.0045,39.204,155688000.0,-0.103,-0.1783,-0.0754,15.9073,17.5558,11.5092,-183.7121,10.0,100.0,6.4587,7.072,7.6853,-136802565.3882,1
2003-06-12,6.55,6.91,6.44,6.9,6.9,16476800.0,0.0,1.0,7.6443,7.041,6.9946,47.6205,172164800.0,-0.115,-0.1631,-0.0482,32.6532,22.4868,11.4258,-94.2943,5.0,95.0,6.4595,7.041,7.6225,-121026905.8137,0
2003-06-13,6.87,6.88,6.46,6.52,6.52,8933200.0,0.0,1.0,-5.5072,6.9935,6.9494,42.7853,163231600.0,-0.1279,-0.1797,-0.0518,35.2209,27.9272,11.3465,-120.6445,0.0,90.0,6.4048,6.9935,7.5822,-127407762.9566,1
2003-06-16,6.53,6.69,6.45,6.61,6.61,6557800.0,0.0,1.0,1.3804,6.944,6.917,44.1979,169789400.0,-0.139,-0.1835,-0.0444,48.7773,38.8838,11.286,-118.1486,40.0,85.0,6.4031,6.944,7.4849,-125221829.6233,0
2003-06-17,6.7,6.73,6.47,6.58,6.58,6213900.0,0.0,1.0,-0.4539,6.9125,6.8849,43.8183,163575500.0,-0.1486,-0.1867,-0.0381,46.0317,43.3433,11.1529,-98.9602,35.0,80.0,6.3639,6.9125,7.4611,-126177814.2386,1
2003-06-18,6.51,6.8,6.44,6.75,6.75,7236700.0,0.0,1.0,2.5836,6.9,6.8721,46.5562,170812200.0,-0.1536,-0.1736,-0.02,55.3191,50.0427,10.8922,-69.4982,30.0,75.0,6.3485,6.9,7.4515,-120951308.6831,1
2003-06-19,6.82,7.0,6.76,6.81,6.81,10391500.0,0.0,1.0,0.8889,6.888,6.8662,47.5065,181203700.0,-0.1542,-0.1565,-0.0023,59.8826,53.7445,10.4172,-13.4529,25.0,70.0,6.3397,6.888,7.4363,-127013017.0164,0
2003-06-20,6.81,6.87,6.68,6.79,6.79,7286800.0,0.0,1.0,-0.2937,6.875,6.8589,47.212,173916900.0,-0.1519,-0.143,0.009,64.843,60.0149,9.9702,-30.9659,20.0,65.0,6.3303,6.875,7.4197,-125862469.648,0
2003-06-23,6.79,6.9,6.54,6.59,6.59,5949900.0,0.0,1.0,-2.9455,6.859,6.8333,44.3191,167967000.0,-0.1509,-0.1467,0.0042,51.7857,58.8371,9.7898,-54.9435,15.0,60.0,6.3008,6.859,7.4172,-130159619.648,0
2003-06-24,5.8,6.409,5.8,6.31,6.31,26043700.0,0.0,1.0,-4.2489,6.8145,6.7835,40.6486,141923300.0,-0.1547,-0.1702,-0.0155,43.9286,53.5191,10.6304,-169.7291,10.0,100.0,6.2308,6.8145,7.3982,-112583329.5002,1
2003-06-25,6.32,6.55,6.32,6.35,6.35,9733000.0,0.0,1.0,0.6339,6.766,6.7422,41.3787,151656300.0,-0.1605,-0.1836,-0.0231,38.373,44.6958,11.166,-102.2822,5.0,95.0,6.1973,6.766,7.3347,-119777286.022,1
2003-06-26,6.35,6.58,6.33,6.55,6.55,5878900.0,0.0,1.0,3.1496,6.7225,6.7239,44.9432,157535200.0,-0.1636,-0.176,-0.0124,52.1717,44.8244,11.6188,-75.8871,0.0,90.0,6.233,6.7225,7.212,-115309322.022,0
2003-06-27,6.53,6.56,6.29,6.38,6.38,5368700.0,0.0,1.0,-2.5954,6.6775,6.6911,42.6242,152166500.0,-0.1672,-0.1816,-0.0144,55.5808,48.7085,12.1,-95.8891,0.0,85.0,6.2384,6.6775,7.1166,-117098888.6886,1
2003-06-30,6.38,6.49,6.33,6.41,6.41,4249600.0,0.0,1.0,0.4702,6.6545,6.6644,43.1689,156416100.0,-0.1701,-0.1815,-0.0114,66.3714,58.0413,12.5571,-89.1971,20.0,80.0,6.21,6.6545,7.099,-117098888.6886,1
2003-07-01,6.32,6.64,6.25,6.54,6.54,5645800.0,0.0,1.0,2.0281,6.6345,6.6525,45.5278,162061900.0,-0.1698,-0.169,0.0008,68.4305,63.4609,12.6857,-59.2127,15.0,75.0,6.2075,6.6345,7.0615,-114348370.7399,1
2003-07-02,6.55,6.77,6.55,6.75,6.75,7794100.0,0.0,1.0,3.211,6.6215,6.6618,49.1189,169856000.0,-0.164,-0.1405,0.0235,82.906,72.5693,12.5549,30.9837,10.0,70.0,6.2264,6.6215,7.0166,-107971379.8308,0
2003-07-03,6.52,6.85,6.52,6.71,6.71,3108000.0,0.0,1.0,-0.5926,6.606,6.6664,48.4781,166748000.0,-0.1551,-0.1198,0.0353,82.3932,77.9099,12.2781,42.3849,5.0,65.0,6.2525,6.606,6.9595,-107500470.7399,1
2003-07-07,6.98,7.26,6.98,7.18,7.18,9104400.0,0.0,1.0,7.0045,6.6185,6.7153,55.6364,175852400.0,-0.1371,-0.0647,0.0723,88.2999,84.533,12.0087,242.4593,0.0,60.0,6.2071,6.6185,7.0299,-103598585.0256,0
2003-07-08,7.01,7.21,7.01,7.1,7.1,10499100.0,0.0,1.0,-1.1142,6.646,6.7519,54.2851,165353300.0,-0.1151,-0.0272,0.0879,84.3014,84.9982,11.7527,187.1886,95.0,55.0,6.186,6.646,7.106,-104648495.0256,1
2003-07-09,7.12,7.35,7.09,7.12,7.12,7607500.0,0.0,1.0,0.2817,6.668,6.787,54.5754,172960800.0,-0.0913,0.0041,0.0953,82.8423,85.1479,11.7277,179.5037,100.0,50.0,6.1636,6.668,7.1724,-110500418.1025,0
2003-07-10,6.85,7.4,6.85,7.05,7.05,9749400.0,0.0,1.0,-0.9831,6.7,6.812,53.3276,163211400.0,-0.0684,0.023,0.0914,72.2249,79.7895,11.2702,130.6003,100.0,45.0,6.1841,6.7,7.2159,-113159345.3753,1
2003-07-11,6.95,7.26,6.95,7.2,7.2,5548700.0,0.0,1.0,2.1277,6.715,6.849,55.6166,168760100.0,-0.0448,0.0495,0.0943,65.3843,73.4838,10.8356,121.6899,95.0,40.0,6.1607,6.715,7.2693,-109758529.2462,1
2003-07-14,7.47,7.52,7.15,7.2,7.2,7889300.0,0.0,1.0,0.0,6.749,6.8824,55.6166,168760100.0,-0.0219,0.0697,0.0916,58.7008,65.4367,10.8396,137.469,100.0,35.0,6.1641,6.749,7.3339,-115515586.003,1
2003-07-15,7.33,7.48,7.12,7.28,7.28,5305200.0,0.0,1.0,1.1111,6.7825,6.9203,56.8667,174065300.0,0.0007,0.0911,0.0904,60.0181,61.3677,10.7864,119.0274,95.0,30.0,6.1579,6.7825,7.4071,-116105052.6697,1
2003-07-16,7.3,7.38,7.05,7.32,7.32,8983700.0,0.0,1.0,0.5495,6.8195,6.9584,57.4968,183049000.0,0.0226,0.11,0.0875,62.1891,60.3027,10.6006,95.6315,90.0,25.0,6.1605,6.8195,7.4785,-110388152.6697,0
2003-07-17,7.26,7.5,7.13,7.27,7.27,14948800.0,0.0,1.0,-0.6831,6.8455,6.988,56.4125,168100200.0,0.042,0.1196,0.0777,63.4896,61.8989,10.6219,94.3369,85.0,20.0,6.1591,6.8455,7.5319,-114024347.2643,0
2003-07-18,7.26,7.35,7.09,7.12,7.12,5585100.0,0.0,1.0,-2.0633,6.861,7.0006,53.2418,162515100.0,0.0563,0.1138,0.0575,47.0611,57.5799,10.5604,64.2437,80.0,15.0,6.1646,6.861,7.5574,-118320578.0335,0
2003-07-21,7.12,7.21,7.08,7.1,7.1,3702700.0,0.0,1.0,-0.2809,6.8765,7.0101,52.8251,158812400.0,0.0663,0.1064,0.04,27.3817,45.9774,10.4809,48.5594,75.0,10.0,6.1733,6.8765,7.5797,-120883985.7258,1
2003-07-22,7.19,7.3,7.16,7.29,7.29,5201700.0,0.0,1.0,2.6761,6.9115,7.0367,56.2493,164014100.0,0.076,0.1145,0.0385,26.446,33.6296,10.5659,65.555,70.0,5.0,6.1992,6.9115,7.6238,-116425385.7258,0
2003-07-23,7.22,7.25,7.1,7.19,7.19,7701600.0,0.0,1.0,-1.3717,6.9555,7.0513,54.0748,156312500.0,0.0831,0.1115,0.0285,30.2116,28.0131,10.5111,47.8302,65.0,0.0,6.2901,6.9555,7.6209,-114885065.7258,0
2003-07-24,7.2,7.25,7.02,7.06,7.06,4904900.0,0.0,1.0,-1.8081,6.991,7.0522,51.3578,151407600.0,0.086,0.0976,0.0116,30.5483,29.0687,10.2797,28.4436,60.0,20.0,6.3856,6.991,7.5964,-118083913.5519,1
2003-07-25,7.06,7.2,7.0,7.16,7.16,4304600.0,0.0,1.0,1.4164,7.0215,7.0624,53.2594,155712200.0,0.0875,0.0935,0.0061,30.5483,30.4361,10.0145,26.5572,55.0,15.0,6.4473,7.0215,7.5957,-115501153.5519,1
2003-07-28,7.12,7.4,7.12,7.33,7.33,4238400.0,0.0,1.0,2.3743,7.069,7.0879,56.3154,159950600.0,0.0906,0.1029,0.0123,49.3182,36.805,10.1551,72.3428,50.0,10.0,6.5617,7.069,7.5763,-113381953.5519,0
2003-07-29,7.27,7.46,7.13,7.31,7.31,5188300.0,0.0,1.0,-0.2729,7.114,7.1091,55.8631,154762300.0,0.0939,0.1074,0.0135,67.7415,49.2027,10.3994,84.4703,45.0,5.0,6.6968,7.114,7.5312,-112910289.9155,0
2003-07-30,7.31,7.42,7.25,7.28,7.28,3280400.0,0.0,1.0,-0.4104,7.151,7.1253,55.1635,151481900.0,0.0966,0.1073,0.0107,70.2536,62.4378,10.6316,94.6317,40.0,0.0,6.8221,7.151,7.4799,-115032901.6802,1
2003-07-31,7.45,7.5,7.27,7.3,7.3,3941600.0,0.0,1.0,0.2747,7.1785,7.142,55.5541,155423500.0,0.0988,0.1077,0.0088,62.7536,66.9163,11.0059,117.9461,35.0,5.0,6.9003,7.1785,7.4567,-117946258.202,0
2003-08-01,7.27,7.32,7.14,7.19,7.19,3400300.0,0.0,1.0,-1.5068,7.2025,7.1465,52.8868,152023200.0,0.0986,0.0979,-0.0007,46.4302,59.8125,11.0171,3.653,30.0,0.0,7.0258,7.2025,7.3792,-119457502.6464,1
2003-08-04,7.19,7.28,7.12,7.22,7.22,2556300.0,0.0,1.0,0.4172,7.2045,7.1535,53.5273,154579500.0,0.0972,0.0915,-0.0057,34.9123,48.032,10.9758,-8.9314,25.0,15.0,7.0279,7.2045,7.3811,-118818427.6464,1
2003-08-05,7.24,7.47,7.2,7.27,7.27,6195000.0,0.0,1.0,0.6925,7.213,7.1646,54.61,160774500.0,0.0957,0.0895,-0.0062,28.0702,36.4709,11.3206,84.058,20.0,10.0,7.0411,7.213,7.3849,-121801205.4242,0
2003-08-06,7.22,7.29,7.15,7.26,7.26,6167400.0,0.0,1.0,-0.1376,7.22,7.1737,54.3435,154607100.0,0.0938,0.0861,-0.0077,34.2105,32.3977,11.5118,4.6342,15.0,5.0,7.0524,7.22,7.3876,-118276976.8528,1
2003-08-07,7.31,7.68,7.3,7.56,7.56,10417200.0,0.0,1.0,4.1322,7.2455,7.2105,60.4408,165024300.0,0.0963,0.1064,0.0101,51.6291,37.9699,12.371,243.0939,100.0,0.0,7.0386,7.2455,7.4524,-114439061.0633,0
2003-08-08,7.65,7.8,7.23,7.26,7.26,8080600.0,0.0,1.0,-3.9683,7.2485,7.2152,52.9915,156943700.0,0.0964,0.0971,0.0007,45.3339,43.7245,13.3626,146.2555,100.0,0.0,7.0426,7.2485,7.4544,-121669071.5896,1
2003-08-11,7.3,7.41,7.07,7.39,7.39,4263600.0,0.0,1.0,1.7906,7.258,7.2319,55.4936,161207300.0,0.097,0.0991,0.0021,47.6651,48.2094,13.8779,22.9075,95.0,45.0,7.0445,7.258,7.4715,-117907071.5896,1
2003-08-12,7.44,7.44,7.27,7.4,7.4,4926700.0,0.0,1.0,0.1353,7.264,7.2479,55.6846,166134000.0,0.0977,0.1004,0.0027,36.5431,43.1807,14.4153,85.6744,90.0,40.0,7.0418,7.264,7.4862,-115298818.6484,1
2003-08-13,7.38,7.77,7.37,7.57,7.57,6394800.0,0.0,1.0,2.2973,7.2765,7.2786,58.845,172528800.0,0.1009,0.1138,0.0129,52.5114,45.5732,15.4052,206.9922,85.0,35.0,7.0179,7.2765,7.5351,-115298818.6484,1
2003-08-14,7.62,7.87,7.59,7.82,7.82,5354300.0,0.0,1.0,3.3025,7.304,7.3301,62.9367,177883100.0,0.1093,0.1429,0.0336,69.1495,52.7347,16.4739,257.0429,100.0,30.0,6.9534,7.304,7.6546,-111856768.6484,0
2003-08-15,7.87,7.87,7.65,7.8,7.8,3231600.0,0.0,1.0,-0.2558,7.338,7.3749,62.4141,174651500.0,0.1199,0.1625,0.0426,84.4977,68.7196,17.4891,205.2185,100.0,25.0,6.9371,7.338,7.7389,-110681641.3757,1
2003-08-18,8.48,8.98,8.35,8.91,8.91,26783000.0,0.0,1.0,14.2308,7.4285,7.5211,74.6907,201434500.0,0.1488,0.2646,0.1157,93.6355,82.4276,19.478,386.8684,100.0,20.0,6.6469,7.4285,8.2101,-89850419.1535,1
2003-08-19,9.05,9.61,9.0,9.23,9.23,26135800.0,0.0,1.0,3.5915,7.5255,7.6838,76.973,227570300.0,0.1925,0.367,0.1745,90.064,89.3991,21.7141,331.967,100.0,15.0,6.4217,7.5255,8.6293,-96277255.219,0
2003-08-20,9.05,9.38,8.91,9.12,9.12,12598600.0,0.0,1.0,-1.1918,7.622,7.8206,74.5407,214971700.0,0.2409,0.4343,0.1935,84.8949,89.5315,23.6429,219.622,95.0,10.0,6.3308,7.622,8.9132,-97617531.8148,1
2003-08-21,9.34,9.66,9.3,9.45,9.45,14123700.0,0.0,1.0,3.6184,7.7415,7.9758,76.8507,229095400.0,0.2944,0.5085,0.2141,82.7768,85.9119,25.6189,200.8641,100.0,5.0,6.2531,7.7415,9.2299,-99971481.8148,1
2003-08-22,10.28,10.3,9.8,9.91,9.91,24891900.0,0.0,1.0,4.8677,7.879,8.16,79.5706,253987300.0,0.355,0.5974,0.2425,81.7649,83.1456,27.7692,195.5443,100.0,0.0,6.1434,7.879,9.6146,-113910945.8148,1
2003-08-25,10.2,10.34,10.04,10.09,10.09,13222300.0,0.0,1.0,1.8163,8.017,8.3438,80.5137,267209600.0,0.4189,0.6747,0.2558,84.0232,82.855,29.827,164.3124,100.0,50.0,6.0539,8.017,9.9801,-122725812.4815,1
2003-08-26,10.0,10.11,9.6,10.1,10.1,11007000.0,0.0,1.0,0.0991,8.1565,8.5111,80.5661,278216600.0,0.4808,0.7283,0.2475,81.9114,82.5665,30.9324,123.1293,95.0,45.0,6.0249,8.1565,10.2881,-112150459.5403,1
2003-08-27,10.1,10.24,9.97,10.24,10.24,8321200.0,0.0,1.0,1.3861,8.3045,8.6757,81.3077,286537800.0,0.5393,0.7732,0.2339,85.373,83.7692,32.0554,117.5712,90.0,40.0,6.0306,8.3045,10.5784,-103829259.5403,1
2003-08-28,10.33,10.92,10.24,10.92,10.92,17373500.0,0.0,1.0,6.6406,8.4855,8.8895,84.3593,303911300.0,0.6022,0.8538,0.2516,91.2005,86.1616,33.4558,130.3342,100.0,35.0,5.9943,8.4855,10.9767,-86455759.5403,1
2003-08-29,10.9,11.36,10.75,11.29,11.29,14652000.0,0.0,1.0,3.3883,8.6905,9.1181,85.6968,318563300.0,0.6691,0.9368,0.2677,95.4691,90.6808,34.9635,136.1012,100.0,30.0,5.9932,8.6905,11.3878,-75166513.6386,0
2003-09-02,11.48,11.49,10.95,11.16,11.16,14003300.0,0.0,1.0,-1.1515,8.8875,9.3126,83.0697,304560000.0,0.7314,0.9807,0.2493,92.8541,93.1746,36.4447,124.1123,100.0,25.0,6.0755,8.8875,11.6995,-78278358.0831,0
2003-09-03,11.52,11.52,10.9,11.01,11.01,15314700.0,0.0,1.0,-1.3441,9.0745,9.4742,80.0877,289245300.0,0.7836,0.992,0.2084,81.8864,90.0699,37.7633,109.4057,100.0,20.0,6.2206,9.0745,11.9284,-88158809.696,1
2003-09-04,10.93,11.7,10.8,11.7,11.7,15566200.0,0.0,1.0,6.267,9.2965,9.6862,83.0363,304811500.0,0.8358,1.0446,0.2088,83.2122,85.9842,39.0889,112.1803,100.0,15.0,6.3523,9.2965,12.2407,-72592609.696,1
2003-09-05,11.62,12.55,11.59,12.1,12.1,24609800.0,0.0,1.0,3.4188,9.5235,9.9161,84.4421,329421300.0,0.8898,1.1058,0.216,80.6989,81.9325,40.6394,132.6599,100.0,10.0,6.4525,9.5235,12.5945,-71054497.196,1
2003-09-08,12.21,12.59,12.21,12.45,12.45,10624400.0,0.0,1.0,2.8926,9.783,10.1574,85.5454,340045700.0,0.9456,1.169,0.2234,89.0596,84.3236,42.1245,135.1786,100.0,5.0,6.6446,9.783,12.9214,-68258602.4591,0
2003-09-09,12.37,12.4,12.12,12.28,12.28,9629500.0,0.0,1.0,-1.3655,10.0275,10.3596,82.5522,330416200.0,0.9948,1.1917,0.1969,83.2868,84.3484,43.3766,118.7262,95.0,0.0,6.9111,10.0275,13.1439,-66882959.602,0
2003-09-10,12.0,12.0,11.15,11.26,11.26,23807900.0,0.0,1.0,-8.3062,10.2205,10.4453,67.6111,306608300.0,1.0188,1.1145,0.0958,66.8529,79.7331,43.108,70.564,90.0,0.0,7.3074,10.2205,13.1336,-84528814.8961,1
2003-09-11,11.26,11.85,10.89,11.83,11.83,19657600.0,0.0,1.0,5.0622,10.4335,10.5772,70.7276,326265900.0,1.0324,1.0868,0.0545,54.558,68.2326,42.5292,66.1236,85.0,0.0,7.7099,10.4335,13.1571,-65690281.5628,1
2003-09-12,11.94,12.33,11.51,12.16,12.16,16739500.0,0.0,1.0,2.7895,10.6505,10.7279,72.349,343005400.0,1.0417,1.0791,0.0374,51.8994,57.7701,42.2654,86.9835,80.0,0.0,8.1089,10.6505,13.1921,-55891549.8555,0
2003-09-15,12.3,12.459,11.7,11.9,11.9,10986800.0,0.0,1.0,-2.1382,10.8555,10.8396,69.1714,332018600.0,1.0414,1.04,-0.0014,64.7907,57.0827,42.0871,82.8047,75.0,0.0,8.6242,10.8555,13.0868,-61088204.9279,1
2003-09-16,11.92,12.28,11.9,12.24,12.24,9613300.0,0.0,1.0,2.8571,11.022,10.9729,70.929,341631900.0,1.038,1.0246,-0.0134,75.0401,63.9101,41.9178,85.6513,70.0,0.0,8.9021,11.022,13.1419,-53498757.5595,1
2003-09-17,12.25,12.76,12.1,12.5,12.5,21714100.0,0.0,1.0,2.1242,11.1855,11.1184,72.2045,363346000.0,1.0347,1.0216,-0.0131,78.8368,72.8892,42.0234,103.8009,100.0,5.0,9.1405,11.1855,13.2305,-48892736.3474,1
2003-09-18,12.3,12.8,12.25,12.79,12.79,13977900.0,0.0,1.0,2.32,11.369,11.2776,73.5663,377323900.0,1.0339,1.0308,-0.0032,90.4544,81.4438,42.1448,109.2125,100.0,0.0,9.4432,11.369,13.2948,-35423123.6201,0
2003-09-19,12.8,12.87,12.6,12.68,12.68,10024100.0,0.0,1.0,-0.86,11.5305,11.4111,72.1548,367299800.0,1.0306,1.0174,-0.0132,89.6939,86.3284,42.2984,110.7185,100.0,0.0,9.7384,11.5305,13.3226,-39507016.2127,0
2003-09-22,12.41,12.6,12.2,12.42,12.42,9365600.0,0.0,1.0,-2.0505,11.656,11.5072,68.8674,357934200.0,1.0194,0.9746,-0.0448,78.8646,86.3376,41.8897,75.5547,95.0,10.0,9.9881,11.656,13.3239,-38570456.2127,0
2003-09-23,12.55,12.69,12.15,12.38,12.38,13677200.0,0.0,1.0,-0.3221,11.7705,11.5903,68.363,344257000.0,1.0009,0.9268,-0.0741,57.9109,75.4898,41.56,69.1988,90.0,5.0,10.2396,11.7705,13.3014,-40596708.0646,0
2003-09-24,12.53,12.53,11.5,11.55,11.55,21474100.0,0.0,1.0,-6.7044,11.843,11.5865,58.9349,322782900.0,0.9632,0.8125,-0.1507,31.2072,55.9942,40.4418,6.4467,85.0,0.0,10.511,11.843,13.175,-59985943.9869,0
2003-09-25,11.65,11.78,11.31,11.37,11.37,11531800.0,0.0,1.0,-1.5584,11.8995,11.5659,57.1361,311251100.0,0.9105,0.6994,-0.211,14.6198,34.5793,39.1689,-52.0021,80.0,0.0,10.7627,11.8995,13.0363,-68573454.6252,0
2003-09-26,11.25,11.45,10.86,10.87,10.87,13273900.0,0.0,1.0,-4.3975,11.897,11.4996,52.4547,297977200.0,0.841,0.5629,-0.278,2.6807,16.1692,37.4944,-116.9163,75.0,0.0,10.7514,11.897,13.0426,-81397391.9133,1
2003-09-29,11.15,11.25,11.03,11.2,11.2,11762700.0,0.0,1.0,3.0359,11.8925,11.4711,55.0154,309739900.0,0.7679,0.4759,-0.292,7.6573,8.3193,35.9036,-103.3351,70.0,0.0,10.7368,11.8925,13.0482,-74981373.7315,0
2003-09-30,10.52,11.34,10.52,11.11,11.11,9744800.0,0.0,1.0,-0.8036,11.89,11.4367,54.1777,299995100.0,0.6934,0.3951,-0.2983,16.1596,8.8326,34.312,-122.869,65.0,100.0,10.7277,11.89,13.0523,-70703168.8535,1
2003-10-01,11.16,11.31,11.01,11.17,11.17,9318800.0,0.0,1.0,0.5401,11.898,11.4113,54.6621,309313900.0,0.6211,0.3321,-0.289,33.1733,18.9967,32.7999,-99.321,60.0,95.0,10.7581,11.898,13.0379,-70081915.5201,1
2003-10-02,11.23,11.99,11.2,11.69,11.69,13467600.0,0.0,1.0,4.6553,11.8975,11.4378,58.6501,322781500.0,0.561,0.3204,-0.2405,53.5108,34.2812,31.5806,-37.8007,55.0,90.0,10.7572,11.8975,13.0378,-66842872.4821,1
2003-10-03,12.2,12.28,11.84,11.89,11.89,11827100.0,0.0,1.0,1.7109,11.887,11.4809,60.072,334608600.0,0.5135,0.3236,-0.1899,69.6733,52.1191,30.6562,16.327,50.0,85.0,10.7505,11.887,13.0235,-75981995.2094,1
2003-10-06,12.1,12.22,11.91,12.16,12.16,6089300.0,0.0,1.0,2.2708,11.8725,11.5456,61.9322,340697900.0,0.4796,0.3439,-0.1357,83.5382,68.9074,29.778,32.9791,45.0,80.0,10.7579,11.8725,12.9871,-72249843.5965,1
2003-10-07,12.32,12.8,12.16,12.79,12.79,13074300.0,0.0,1.0,5.1809,11.898,11.6641,65.8411,353772200.0,0.4649,0.4062,-0.0587,90.1547,81.1221,29.3857,99.3166,40.0,75.0,10.7255,11.898,13.0705,-59584115.4715,1
2003-10-08,12.9,13.16,12.77,12.96,12.96,13012900.0,0.0,1.0,1.3292,11.983,11.7875,66.8091,366785100.0,0.4647,0.4639,-0.0008,94.1397,89.2775,29.2562,137.7202,100.0,70.0,10.7623,11.983,13.2037,-59917779.5741,1
2003-10-09,13.33,13.56,13.01,13.09,13.09,13610600.0,0.0,1.0,1.0031,12.046,11.9116,67.5493,380395700.0,0.4746,0.5142,0.0396,87.3039,90.5328,29.3819,152.6854,100.0,65.0,10.7366,12.046,13.3554,-69568932.3014,1
2003-10-10,13.28,13.36,13.06,13.24,13.24,5694400.0,0.0,1.0,1.1459,12.1,12.0381,68.4052,386090100.0,0.4916,0.5597,0.0681,81.0255,87.4897,29.5013,131.5349,95.0,60.0,10.6909,12.1,13.5091,-68430052.3014,1
2003-10-13,13.33,13.46,13.25,13.4,13.4,7002300.0,0.0,1.0,1.2085,12.175,12.1678,69.3139,393092400.0,0.5137,0.6018,0.0881,80.6173,82.9822,29.6777,128.6253,90.0,55.0,10.6607,12.175,13.6893,-65429066.5871,1
2003-10-14,13.2,13.65,13.2,13.63,13.63,9333500.0,0.0,1.0,1.7164,12.2445,12.307,70.5937,402425900.0,0.5402,0.6462,0.106,88.9683,83.537,29.9646,123.2277,100.0,50.0,10.6025,12.2445,13.8865,-56925211.0315,1
2003-10-15,14.21,14.38,13.63,13.66,13.66,16131900.0,0.0,1.0,0.2201,12.3025,12.4359,70.7611,418557800.0,0.5673,0.676,0.1087,77.9147,82.5001,30.6439,141.7216,100.0,45.0,10.5502,12.3025,14.0548,-71766559.0315,1
2003-10-16,13.5,14.02,13.43,13.96,13.96,16023800.0,0.0,1.0,2.1962,12.361,12.581,72.4144,434581600.0,0.597,0.7156,0.1186,71.1181,79.3337,31.0376,119.8835,95.0,40.0,10.4746,12.361,14.2474,-59001836.9976,1
2003-10-17,14.55,14.56,13.94,13.99,13.99,31673700.0,0.0,1.0,0.2149,12.4265,12.7152,72.5776,466255300.0,0.6258,0.7409,0.1151,57.9051,68.9793,31.6901,131.847,100.0,35.0,10.4136,12.4265,14.4394,-85566875.7073,1
2003-10-20,14.2,14.2,13.87,14.12,14.12,9133000.0,0.0,1.0,0.9292,12.5115,12.849,73.2982,475388300.0,0.6532,0.7626,0.1095,64.639,64.5541,32.222,107.9941,95.0,30.0,10.3675,12.5115,14.6555,-80861996.9194,1
2003-10-21,14.2,14.44,14.13,14.29,14.29,19720500.0,0.0,1.0,1.204,12.607,12.9863,74.2304,495108800.0,0.6794,0.7845,0.1051,67.2805,63.2749,32.849,108.3646,90.0,25.0,10.329,12.607,14.885,-80225851.7581,0
2003-10-22,14.02,14.3,13.94,13.96,13.96,11664300.0,0.0,1.0,-2.3093,12.7275,13.079,69.2878,483444500.0,0.6968,0.7664,0.0696,63.552,65.1572,33.1987,84.927,85.0,20.0,10.431,12.7275,15.024,-90594118.4248,0
2003-10-23,13.63,13.68,13.38,13.65,13.65,10241300.0,0.0,1.0,-2.2206,12.8415,13.1334,65.0075,473203200.0,0.7012,0.7188,0.0175,48.6301,59.8208,32.8643,48.5239,80.0,15.0,10.6002,12.8415,15.0828,-82401078.4248,0
2003-10-24,13.5,13.59,13.26,13.59,13.59,5927900.0,0.0,1.0,-0.4396,12.9775,13.1769,64.1995,467275300.0,0.6947,0.6684,-0.0262,32.5834,48.2551,32.4133,38.0408,75.0,10.0,10.9077,12.9775,15.0473,-76473178.4248,1
2003-10-27,13.7,13.95,13.7,13.85,13.85,6222100.0,0.0,1.0,1.9132,13.11,13.241,66.1203,473497400.0,0.6842,0.6421,-0.042,33.6158,38.2764,32.2223,59.8356,70.0,5.0,11.1776,13.11,15.0424,-75228758.4248,1
